id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,yr_built,yr_renovated
3253500160,317625,3,2.75,2770,3809,1.5,0,0,5,7,1925,0
3394100030,975000,4,2.5,2720,11049,2,0,0,3,10,1989,0
3717000160,287000,4,2.5,2240,4648,2,0,0,3,7,2005,0
1274500060,204000,3,1,1000,12070,1,0,0,4,7,1968,0
1802000060,1.33E+06,5,2.25,3200,20158,1,0,0,3,8,1965,0
1525059190,1.04E+06,5,3.25,4770,50094,1,0,0,4,11,1973,0
1049000060,325000,3,2,1260,5612,1,0,0,4,7,1972,0
8820901275,571000,4,2,2750,7807,1.5,0,0,5,7,1916,0
5416510140,360000,4,2.5,2380,5000,2,0,0,3,8,2005,0
3444100400,349000,3,1.75,1790,50529,1,0,0,5,7,1965,0
3276920270,832500,4,4,3430,35102,2,0,0,4,10,1986,0
4036801170,380000,4,1.75,1760,7300,1,0,0,3,7,1956,0
2391600320,480000,3,1,1040,5060,1,0,0,3,7,1941,0
6300000287,410000,3,1,1410,5060,1,0,0,4,7,1956,0
1531000030,720000,4,2.5,3450,39683,2,0,0,3,10,2002,0
5104520400,390000,3,2.5,2350,5100,2,0,0,3,8,2003,0
7437100340,360000,4,2.5,1900,5889,2,0,0,3,7,1992,0
9418400240,355000,2,1,2020,6720,1,0,0,3,7,1948,0
1523059105,356000,3,1.5,1680,8712,1,0,0,3,8,1964,0
1133000671,315000,3,1,960,6634,1,0,0,3,6,1952,0
4232902595,940000,3,1.5,2140,3600,2,0,0,3,9,1925,0
2599001200,305000,5,2.25,2660,8400,1.5,0,0,5,7,1961,0
3342103156,461000,3,3.25,2770,6278,2,0,0,3,9,2006,0
1332700270,215000,2,2.25,1610,2040,2,0,0,4,7,1979,0
3869900162,335000,2,1.75,1030,1066,2,0,0,3,7,2006,0
2791500270,243500,4,2.5,1980,7403,2,0,0,3,7,1988,0
5036300431,1.10E+06,5,2.75,3520,6353,2,0,0,4,10,2001,0
4168000060,153000,3,1,1200,10500,1,0,0,3,7,1962,0
6021501535,430000,3,1.5,1580,5000,1,0,0,3,8,1939,0
6021501535,700000,3,1.5,1580,5000,1,0,0,3,8,1939,0
1483300570,905000,4,2.5,3300,10250,1,0,0,3,7,1946,1991
3422049190,247500,3,1.75,1960,15681,1,0,0,3,7,1967,0
1099611230,199000,4,1.5,1160,6400,1,0,0,4,7,1975,0
722079104,314000,3,1.75,1810,41800,1,0,0,5,7,1980,0
7338200240,437500,3,2.5,2320,36847,2,0,2,3,9,1992,0
1952200240,850830,3,2.5,2070,13241,1.5,0,0,5,9,1910,0
5200100125,555000,3,2,1980,3478,1.5,0,0,4,7,1929,0
7214720075,699950,3,2.25,2190,107593,2,0,0,4,8,1983,0
2450000295,1.09E+06,3,2.5,2920,8113,2,0,0,3,8,1950,2010
6197800045,290000,3,1,1210,33919,1,0,0,3,7,1954,0
1328310370,375000,3,2.5,2340,10005,1,0,0,4,8,1978,0
546000875,460000,3,1,1670,4005,1.5,0,0,4,7,1939,0
3530510041,188500,2,1.75,1240,2493,1,0,0,4,8,1985,0
1853000400,680000,4,2.5,3140,28037,2,0,0,4,10,1991,0
3134100116,470000,5,1.75,2030,12342,2,0,0,4,7,1942,0
9545230140,597750,4,2.5,2310,9624,2,0,0,3,8,1984,0
3362400511,570000,3,1.75,1260,3328,1,0,0,5,6,1905,0
2525310310,272500,3,1.75,1540,12600,1,0,0,4,7,1980,0
6126500060,329950,3,1.75,2080,5969,1,0,2,3,7,1971,0
8961960160,480000,4,2.5,3230,16171,2,0,3,3,9,2001,0
3626039325,740500,3,3.5,4380,6350,2,0,0,3,8,1900,1999
3362400431,518500,3,3.5,1590,1102,3,0,0,3,8,2010,0
4060000240,205425,2,1,880,6780,1,0,0,4,6,1945,0
3454800060,171800,4,2,1570,9600,1,0,0,3,6,1950,0
1695900060,535000,4,1,1610,2982,1.5,0,0,4,7,1925,0
7278700070,660000,3,2.5,2400,6474,1,0,2,3,8,1964,0
6675500070,391500,3,2,1450,9132,1,0,0,3,7,1987,0
3626039187,395000,2,1,770,6000,1,0,0,3,6,1953,0
3524049083,445000,4,1.75,2100,4400,1.5,0,0,5,7,1924,0
3275860240,770000,3,2.25,2910,10204,2,0,0,3,9,1990,0
4389200955,1.45E+06,4,2.75,2750,17789,1.5,0,0,3,8,1914,1992
4058801670,445000,3,2.25,2100,8201,1,0,2,3,8,1967,0
8732020310,260000,4,2.25,2160,8811,1,0,0,3,8,1978,0
2331300505,822500,5,3.5,2320,4960,2,0,0,5,7,1926,0
7853210060,430000,4,2.5,2070,4310,2,0,0,3,7,2004,0
3668000070,212000,3,1.75,1060,7875,1,0,0,4,7,1986,0
9545240070,660500,4,2.25,2010,9603,1,0,0,3,8,1986,0
1243100136,784000,3,3.5,3950,111078,1.5,0,0,3,9,1989,0
8929000270,453246,3,2.5,2010,2287,2,0,0,3,8,2014,0
2767602356,675000,4,3.5,2140,2278,3,0,0,3,9,2005,0
921049315,199000,3,1.75,1320,17390,1,0,0,4,7,1956,0
3655000070,220000,4,1.75,2020,7840,1,0,0,3,7,1968,0
4027700812,452000,4,2.25,2590,10002,1,0,0,4,8,1968,0
3992700335,382500,2,1,1190,4440,1,0,0,3,6,1981,0
2767603505,519950,3,2.25,1170,1249,3,0,0,3,8,2014,0
4232901525,665000,2,1,1110,3200,1,0,0,3,7,1925,0
1777500060,527700,5,2.5,2820,9375,1,0,0,4,8,1968,0
1432900240,205000,3,1,1610,8579,1,0,0,4,7,1962,0
6140100875,420000,3,1,1060,8097,1,0,0,4,7,1923,0
6071600370,500000,4,2.25,2030,8517,1,0,0,4,8,1961,0
1526069017,921500,4,2.5,3670,315374,2,0,0,4,9,1994,0
809001525,890000,4,1,2550,4000,2,0,0,3,8,1905,0
3224079105,430000,2,2.5,2420,60984,2,0,0,3,7,2007,0
8075400570,258000,5,2,2260,12500,1,0,0,4,8,1960,0
1994200024,511000,3,1,1430,3455,1,0,0,3,7,1947,0
3362900810,532170,3,2,1360,3090,2,0,0,3,8,1990,0
1324300398,560000,3,1,1110,5000,1.5,0,0,3,7,1947,0
537000445,282950,3,1,1250,8200,1,0,0,4,7,1954,0
7855801670,2.25E+06,4,3.25,5180,19850,2,0,3,3,12,2006,0
7920100045,350000,1,1,700,5100,1,0,0,3,7,1942,0
8960000030,215000,3,1,1180,7669,1,0,0,4,7,1967,0
6388930390,650000,5,3.5,3960,25245,2,0,0,3,9,1996,0
8731900200,320000,4,2.75,2640,7500,1,0,0,3,8,1967,0
8029200135,247000,3,2,1270,7198,1.5,0,0,3,7,1916,2013
1081200350,320000,4,1.75,1760,11180,1,0,0,4,8,1968,0
84000105,255000,5,2.25,2060,8632,1,0,0,3,7,1962,0
3756500060,438000,3,1.75,1780,9660,1,0,0,3,7,1962,0
7215720160,900000,3,2.5,3400,16603,2,0,0,3,10,2000,0
3574800520,441000,3,2.75,1910,7280,1,0,0,3,7,1979,0
2617300160,420000,3,2,2020,38332,1,0,0,4,7,1975,0
2558660270,370000,3,1.75,1580,7000,1,0,0,3,7,1976,0
2009000370,269950,2,1.75,1340,7250,1,0,0,5,5,1949,0
1836980160,807100,4,2.5,2680,4499,2,0,0,3,9,1999,0
3261020370,653000,3,2.5,2680,9750,1,0,0,4,8,1979,0
1755700060,371500,3,2,1370,8336,1,0,0,5,7,1964,0
4330600435,284000,3,1.75,1560,21000,1,0,0,3,7,1954,0
9542800700,272000,3,1.75,2160,7140,1,0,0,4,7,1978,0
1999700045,313000,3,1.5,1340,7912,1.5,0,0,3,7,1955,0
1762600070,917500,4,2.5,3880,35003,2,0,0,3,10,1984,0
1687900520,673000,4,2.25,2590,8190,2,0,0,4,8,1980,0
7234600798,425000,3,2.5,1120,1100,2,0,0,3,8,2008,0
3881900445,399950,5,2.75,1970,5400,1,0,0,3,7,1986,0
2254502445,385000,3,1,1220,4800,1,0,0,3,6,1901,0
5437810320,269950,3,1.5,1950,7560,1,0,2,4,7,1975,0
9158100075,330000,2,1,1350,8220,1,0,0,3,7,1949,0
3830630310,260000,3,2.5,1670,5797,2,0,0,3,7,1988,0
8123100045,470000,4,3,2380,5125,1.5,0,0,4,7,1925,0
3127200041,589000,4,3,2440,9600,2,0,0,5,7,1961,0
6661200320,163500,2,1.5,1050,3419,2,0,0,3,7,1996,0
11510310,835000,4,2.75,3130,13412,2,0,0,3,9,1993,0
825059270,1.10E+06,5,3,4090,12850,1,0,2,4,10,1986,0
8731951370,269000,4,1.75,1490,10000,1,0,0,4,8,1969,0
1954440060,560000,3,2.5,1900,8744,2,0,0,3,8,1987,0
2264500350,615000,4,1,1330,2400,1.5,0,0,4,6,1901,0
1115810060,585188,3,2.25,2230,10026,1,0,0,3,8,1975,0
9477200200,305000,3,1.75,1650,9480,1,0,0,3,7,1977,0
1432600560,166950,3,1,1190,8820,1,0,0,3,6,1959,0
2287000060,799000,3,2.5,2140,9897,1,0,0,4,8,1959,0
3663500060,400000,3,2.5,2180,7508,1,0,0,4,7,1962,0
3996900125,230000,3,1,1060,10228,1,0,0,3,7,1948,0
7796450200,256883,3,2.5,1690,5025,2,0,0,3,8,2003,0
7549802535,423000,4,2,1970,6480,1.5,0,0,5,7,1920,0
3278600320,465000,3,2.5,2150,4084,2,0,0,3,8,2007,0
2824079053,440000,3,2.5,1910,66211,2,0,0,3,7,1997,0
1222069094,385000,3,1.75,1350,155073,1,0,0,4,7,1969,0
3542300060,210000,3,1,860,11725,1,0,0,4,6,1943,0
2222059065,297000,3,2.5,1940,14952,2,0,0,3,8,1994,0
7551300060,470000,3,1,1010,5000,1,0,0,3,7,1952,0
100600550,226500,3,1.5,1300,7370,1,0,0,4,7,1976,0
3211100860,274250,3,1,910,8450,1,0,0,4,6,1962,0
3456000310,840000,4,1.75,2480,11010,1,0,0,4,9,1966,0
9526600140,677900,3,2.5,2440,4587,2,0,0,3,8,2010,0
7465900060,425000,3,1,1010,5864,1,0,0,3,7,1915,0
1222000055,180250,2,0.75,900,9600,1,0,0,3,6,1941,0
6300000550,464000,6,3,2300,3404,2,0,0,3,7,1920,1994
2310030510,320000,4,2.25,1550,7579,2,0,0,3,8,1993,0
1025049114,625504,3,2.25,1270,1566,2,0,0,3,8,2014,0
8677300550,592500,4,2.5,2240,12032,1,0,0,3,9,1983,0
4014400292,465000,3,2.5,2714,17936,2,0,0,3,9,2005,0
1102000196,477000,4,2.75,1720,6270,2,0,0,3,8,1978,0
257000138,280000,2,1,850,16400,1,0,0,3,6,1923,0
46100204,1.51E+06,5,3,3300,33474,1,0,3,3,9,1957,1991
1909600046,445838,3,2.5,2250,5692,2,0,0,3,8,2000,0
1250202145,1.07E+06,2,2.25,3900,14864,1,0,3,3,8,1947,0
7611200125,467000,2,1.5,1320,10800,1,0,0,4,8,1947,0
5611500140,686000,4,2.5,2760,6440,2,0,0,3,10,1999,0
7138000260,279950,3,2,1750,9750,1,0,0,3,7,1961,0
626059335,527000,4,2.25,2330,19436,2,0,0,3,8,1987,0
1922059282,325000,3,2.25,2220,16020,1,0,0,4,8,1966,0
705700390,328000,3,2.25,2020,8379,2,0,0,3,7,1994,0
7454001200,390000,3,2.25,1250,7500,1,0,0,5,7,1942,0
8682281200,479950,2,2,1510,6516,1,0,0,3,8,2005,0
7972000200,264950,4,2.25,1720,9753,1,0,0,4,7,1978,0
722059070,235000,3,1,1430,15246,1,0,0,4,7,1961,0
7202340400,516500,3,2.5,1480,4729,2,0,0,3,7,2004,0
8096000060,655000,2,1.75,1450,15798,2,1,4,3,7,1915,1978
2424000060,500000,4,2.75,2280,15347,1,0,0,5,7,1960,0
9264902050,315000,6,2.75,2940,7350,1,0,0,3,8,1978,0
943100260,213000,2,1,1000,10200,1,0,0,3,6,1961,0
3677400445,475000,3,1.5,2480,5280,1.5,0,0,5,7,1947,0
1762600320,1.03E+06,5,4,3760,28040,2,0,0,3,10,1983,0
4058000060,416000,3,2,2220,94300,1,0,0,5,7,1976,0
7228500560,410000,4,1,1970,4740,1.5,0,0,3,7,1904,2005
326069104,800000,3,3.5,3830,221284,2,0,0,3,10,1993,0
5152100060,472000,6,2.5,4410,14034,1,0,2,4,9,1965,0
3584000310,225000,3,1.75,1430,8505,1,0,0,4,7,1968,0
8150100045,210000,2,1,830,6000,1,0,0,3,6,1940,0
1868901275,455000,2,1,1430,5000,1.5,0,0,2,7,1925,0
6131600075,225000,3,1,1300,8316,1,0,0,4,6,1954,0
9468200125,480000,2,1,1030,3060,1,0,2,4,7,1918,0
8029510030,363000,3,2.5,2740,11872,2,0,0,3,9,1990,0
2025069065,2.40E+06,4,2.5,3650,8354,1,1,4,3,9,2000,0
7899800890,181000,2,1.5,720,5120,1,0,0,3,6,1954,0
3021059276,250000,4,2,2010,7312,1,0,0,4,7,1976,0
3797001895,481000,3,1.75,1560,3000,1,0,0,4,6,1918,0
3832710960,260000,3,2,1810,7209,1,0,0,4,7,1978,0
1310430400,455000,4,2.5,3360,7685,2,0,0,3,9,2001,0
1422300030,415000,3,2.25,1510,36224,2,0,0,3,8,1991,0
1105000588,349500,3,1,1400,3538,1,0,0,3,7,1953,0
3830630060,245000,3,2.5,1730,7442,2,0,0,3,7,1987,0
5101404898,592500,2,2,1420,9191,1.5,0,2,5,7,1928,0
7972601890,385000,4,1.75,2360,7620,1,0,0,4,7,1955,0
5127001620,315000,3,1.75,1580,11455,1,0,0,4,7,1974,0
9407100800,255000,3,1,1230,10170,1,0,0,3,7,1979,0
1873100060,693000,4,2.5,2460,4425,2,0,0,3,8,2006,0
8722101360,780000,3,1,1660,4400,1.5,0,0,3,8,1911,0
8644000060,237000,3,1.75,1270,8470,1,0,0,4,7,1960,0
3325069129,525000,3,2.25,2100,40510,2,0,0,3,10,1979,0
1400300055,425000,2,1,770,5040,1,0,0,3,5,1930,0
2123039032,369900,1,0.75,760,10079,1,1,4,5,5,1936,0
8078560140,290000,4,2.5,1700,7280,2,0,0,4,7,1988,0
3438500192,285000,3,1,1120,10701,1,0,0,3,7,1954,0
7974200510,415000,2,1,1070,4500,1,0,0,3,7,1937,0
2557000400,272500,3,2.5,2070,9900,1,0,0,3,8,1979,0
7960900060,2.90E+06,4,3.25,5050,20100,1.5,0,2,3,11,1982,2008
4054500390,1.37E+06,4,4.75,5310,57346,2,0,0,4,11,1989,0
6378500125,436000,2,1,1040,7538,1,0,0,4,7,1939,0
1745100140,210000,3,1,1700,11390,1,0,0,4,7,1967,0
2976800796,236000,3,1,1300,5898,1,0,0,3,7,1961,0
4235400186,331000,3,1.75,1080,1306,1,0,0,3,7,1954,2003
4215100060,365000,3,2.5,2653,4510,2,0,0,3,8,2006,0
9189700045,450000,3,2,2290,16258,1,0,0,5,8,1960,0
1126049053,770000,4,2.75,3820,26300,2,0,0,3,9,2014,0
2022069200,455000,4,2.5,2210,49375,1,0,0,3,8,1997,0
9412900055,405000,3,1.75,2390,6000,1,0,0,3,6,1908,0
1722059235,304900,4,1.75,2600,11325,1,0,0,4,7,1969,0
6874200960,170000,2,1,860,5265,1,0,0,3,6,1931,0
7424700045,2.05E+06,5,3,3830,8480,2,0,1,5,9,1905,1994
7202360350,780000,4,2.5,3500,7048,2,0,0,3,9,2005,0
5634500392,330000,3,3,2420,13959,1,0,0,4,8,1988,0
1509500060,370000,4,2.5,2720,8666,2,0,0,3,9,1992,0
7214810350,467000,5,2.25,2500,13500,1,0,0,3,7,1979,0
6647200060,405000,3,1.75,1670,6720,1,0,0,3,7,1980,0
9552700140,675000,5,2.25,2900,10300,1,0,0,3,8,1985,0
2200500350,500000,2,1,1640,14100,1,0,0,4,7,1954,0
6113400046,389999,4,2.5,1890,15770,2,0,0,4,7,1968,0
6619910140,630000,4,1.75,2950,9025,1,0,2,4,8,1975,0
1115450240,360000,4,2.5,2160,9528,2,0,0,3,9,1992,0
6073240060,580000,4,3,3280,11060,2,0,0,3,8,1986,0
9297300045,550000,3,2,1970,4166,2,0,3,5,8,1929,0
9510920070,879000,4,2.5,3360,22111,2,0,0,3,10,1994,0
5468730030,265000,3,2,1320,8959,1,0,0,3,7,1993,0
8079030390,446500,3,2.5,2650,7286,2,0,0,3,8,1990,0
600000152,404000,3,1.5,2030,8880,1,0,0,3,7,1963,0
1840000030,267500,3,1.75,1590,11914,1,0,2,3,7,1957,0
3225069065,3.08E+06,4,5,4550,18641,1,1,4,3,10,2002,0
3260800030,335000,3,2.5,2440,7632,2,0,0,3,8,1998,0
2747100024,576000,3,2.5,1940,9000,1,0,0,4,7,1948,0
5104530560,208633,3,2.5,2040,3810,2,0,0,3,8,2006,0
4330600350,315000,3,2.25,2200,8750,1,0,0,4,7,1964,0
5016001535,725000,3,1.75,1920,3300,1,0,0,4,8,1913,0
7280300196,550000,4,2.75,1800,7750,1,0,0,4,8,1965,0
8651520400,610750,4,2.25,2180,7297,2,0,0,3,8,1984,0
7171200445,550700,2,1,1010,5000,1.5,0,0,4,6,1908,0
3204800200,665000,4,2.75,3320,10574,2,0,0,5,8,1960,0
3416600800,834000,4,2.5,2370,4000,1.5,0,2,5,8,1928,0
7994700030,201000,5,1.75,1660,78408,1.5,0,0,3,6,1915,0
1860600135,2.38E+06,5,2.5,3650,9050,2,0,4,5,10,1921,0
4139480200,1.38E+06,4,3.25,4290,12103,1,0,3,3,11,1997,0
4139480200,1.40E+06,4,3.25,4290,12103,1,0,3,3,11,1997,0
1328320800,305000,4,2.25,1950,7700,1,0,0,3,8,1979,0
7771300125,487000,3,2,2590,14052,1,0,0,5,8,1948,0
3422059208,390000,3,2.5,1930,64904,1,0,0,4,8,1988,0
9521101455,548000,2,1,1470,3864,1,0,0,4,7,1916,0
4337000335,268750,4,1,800,8775,1,0,0,3,6,1943,0
325059286,819900,5,2.75,3150,7119,2,0,0,3,9,2013,0
2597650240,520000,3,2.25,2030,16200,2,0,0,3,8,1984,0
3353400435,230000,3,2,1450,11204,1,0,0,3,7,2003,0
7972000240,240000,3,1.75,1510,10248,1,0,0,3,7,1969,0
7520000520,232000,2,1,1240,12092,1,0,0,3,6,1922,1984
7520000520,240500,2,1,1240,12092,1,0,0,3,6,1922,1984
3530210260,274975,3,2.5,3030,45004,2,0,0,3,9,1987,0
1959700550,740000,4,2,2050,4400,1.5,0,0,4,9,1922,0
1665400045,186375,3,1,1000,7636,1,0,0,2,7,1952,0
9542850320,790000,3,2.25,2370,10289,1,0,0,4,9,1977,0
3179100060,880000,4,3.5,2800,6750,2,0,0,3,9,1951,2002
2946001550,279000,6,1.75,2240,11180,2,0,0,4,7,1955,0
8078490390,295000,3,2,1810,10530,1,0,2,3,8,1991,0
9550201550,640000,2,1,1070,5000,1,0,0,3,7,1924,0
191100045,940000,4,2,2490,9525,2,0,0,5,9,1968,0
5009600070,260000,4,2.5,1960,5238,2,0,0,3,7,2003,0
200350070,559900,3,2.75,2930,5569,1,0,0,3,9,2004,0
2877103726,791500,4,2,1510,3500,1.5,0,0,5,7,1911,0
405100295,265000,3,1.75,1420,8250,1,0,0,3,7,1954,0
4268200055,245000,3,1.75,1740,11547,1,0,0,3,7,1954,0
3126069068,485000,4,1.75,2560,43995,2,0,0,4,7,1962,0
1115300070,684000,4,3.5,3040,8414,2,0,0,3,9,2010,0
6414100671,425000,3,1.75,2500,6840,1,0,0,3,8,1957,0
7004200060,309600,4,1.75,1275,20000,1,0,0,4,6,1991,0
7852110140,552250,4,2.5,2580,5823,2,0,0,3,8,2002,0
3969300030,165000,4,1,1000,7134,1,0,0,3,6,1943,0
3969300030,239900,4,1,1000,7134,1,0,0,3,6,1943,0
4048400070,320000,2,1,1070,32633,1,0,0,4,6,1930,0
808000070,206600,3,2,1390,13464,1,0,0,4,7,1987,0
7374200030,387000,4,1.75,2500,7690,1,0,0,3,7,1973,0
7325600160,299000,1,0.75,560,12120,1,0,0,3,4,1967,0
2757000030,855000,4,2.75,2270,10460,2,0,0,3,9,1965,0
616000140,315000,3,1,1900,14400,1,0,0,4,7,1954,0
3363900111,437500,2,1,990,3120,1,0,2,5,7,1907,0
9262800171,252000,4,1.5,1550,19800,1,0,0,4,7,1969,0
6607000126,375000,4,1.75,2200,7475,1,0,0,5,7,1955,0
5416510830,300000,4,2.5,1910,4862,2,0,0,3,7,2005,0
2201500030,420000,4,1,1750,9600,1.5,0,0,4,7,1954,0
325059171,900000,3,1,1330,77972,1,0,0,3,7,1928,1954
952003285,679900,3,2.5,2440,5750,2,0,2,3,9,2000,0
3211290370,463000,3,2.5,1640,29970,2,0,0,3,7,1992,0
1072010350,380000,5,2.5,2760,11340,2,0,0,4,9,1978,0
8856950070,329500,4,2.5,1820,7912,2,0,0,3,7,1994,0
925059078,604950,3,2.5,2110,5608,1,0,0,3,8,2013,0
7855801090,795000,5,2.5,3040,9570,1,0,2,4,8,1966,0
723099065,465000,3,2,1840,40438,2,0,0,3,7,1994,0
6116500075,673000,4,2.5,2990,10400,2,0,0,3,9,2002,0
1118500030,810000,4,2.5,3520,15420,2,0,0,3,10,1991,0
424069250,785000,4,2.75,2440,69415,1,0,0,4,8,1989,0
3291800710,338000,4,3,2090,7500,1,0,0,3,7,1986,0
6838700060,280000,3,2.25,1430,7222,2,0,0,3,7,1993,0
2231500030,315000,4,2.25,2180,10754,1,0,0,5,7,1954,0
2231500030,530000,4,2.25,2180,10754,1,0,0,5,7,1954,0
7683900200,380000,5,3,3450,9914,2,0,0,3,9,2004,0
8155830060,297000,3,2.25,1450,7562,2,0,0,3,7,1994,0
98020310,730000,4,2.5,3230,7331,2,0,0,3,10,2004,0
9423400140,450000,3,1.75,1640,13500,1,0,0,3,7,1940,0
1545804860,275000,3,3,1590,7750,1,0,0,3,7,1997,0
2883200160,595000,4,2,2020,2849,2,0,0,3,7,1960,0
7132300695,435000,3,1.5,1300,3348,1.5,0,0,3,7,1904,2014
1726059053,270000,2,1.5,1380,209959,1,0,0,1,6,1954,0
624111000,950000,3,3,4040,14338,2,0,0,3,10,1986,0
808300310,389000,4,2.25,2130,5337,2,0,0,3,7,2001,0
8563040160,560000,4,2.25,2550,7800,1,0,0,3,8,1968,0
713500030,1.35E+06,5,3.5,4800,14984,2,0,2,3,11,1998,0
8651600160,799000,4,2.25,2510,11585,2,0,0,4,8,1969,0
9517200030,365500,3,2,1410,9600,1,0,0,4,7,1983,0
2460700700,252350,3,2,1650,7352,1,0,0,3,7,1979,0
1223039290,403950,4,2.5,2120,13780,2,0,0,3,8,1993,0
2890100060,385000,4,1.5,2040,10726,1,0,0,3,7,1954,0
7972600860,345000,4,1,1550,7620,1.5,0,0,3,7,1957,0
8857320070,490000,3,2.75,1980,3128,2,0,0,4,9,1979,0
4047200695,330000,3,2.5,1600,26977,2,0,0,3,8,2005,0
1653500070,927000,4,2.75,3300,12090,2,0,0,3,8,1953,0
1923000030,1.12E+06,4,2.5,3840,16619,2,0,1,4,10,1983,0
3649100320,330000,2,1,1220,10000,1,0,0,5,7,1950,0
7375300160,530000,5,2.25,2720,8800,1,0,0,4,7,1958,0
5175800060,365000,4,2,1940,25600,1,0,0,1,8,1962,0
1604601375,378750,3,2.5,2160,3000,1.5,0,0,3,7,1909,2011
2473251090,269900,4,1.75,1530,8750,1.5,0,0,4,7,1968,0
